2023-07-08 18:34:55,1234567890,,,,,55,1.90,8.0,,0
2023-07-08 18:35:06,1234567890,,,,,55,1.90,8.0,,0
2023-07-08 18:40:01,1234567890,,,,,59,1.90,8.0,,0
2023-07-08 18:41:01,1234567890,,,,,59,1.90,8.0,,0
2023-07-08 18:42:01,1234567890,,,,,59,1.90,8.0,,0
2023-07-08 18:43:01,1234567890,,,,,59,1.90,8.0,,0
2023-07-08 18:44:01,1234567890,,,,,60,1.90,8.0,,0
2023-07-08 18:45:01,1234567890,,,,,60,1.90,8.0,,0
2023-07-08 18:46:02,1234567890,,,,,60,1.90,8.0,,0
2023-07-08 18:47:01,1234567890,,,,,60,1.90,8.0,,1
2023-07-08 18:48:01,1234567890,,,,,60,1.90,8.0,,1
2023-07-08 18:49:01,1234567890,,,,,60,1.90,8.0,,0
2023-07-08 18:50:01,1234567890,,,,,60,1.90,8.0,,0
2023-07-08 18:51:01,1234567890,,,,,60,1.90,8.0,,0
2023-07-08 18:52:01,1234567890,,,,,60,1.90,8.0,,0
2023-07-08 18:53:01,1234567890,,,,,60,1.90,8.0,,0
2023-07-08 18:54:01,1234567890,,,,,50,1.90,8.0,,0
2023-07-08 18:55:01,1234567890,,,,,50,1.90,8.0,,0
2023-07-08 18:56:02,1234567890,,,,,50,1.90,8.0,,1
2023-07-08 18:57:01,1234567890,,,,,50,1.90,8.0,,0
2023-07-08 18:58:01,1234567890,,,,,50,1.90,8.0,,0
2023-07-08 18:59:01,1234567890,,,,,42,1.90,8.0,,0
2023-07-08 19:00:01,1234567890,,,,,42,1.90,8.0,,0
2023-07-08 19:01:02,1234567890,,,,,42,1.90,8.0,,0
2023-07-08 19:02:01,1234567890,,,,,42,1.90,8.0,,0
2023-07-08 19:03:01,1234567890,,,,,40,1.90,8.0,,0
2023-07-08 19:04:01,1234567890,,,,,40,1.90,8.0,,1
2023-07-08 19:05:01,1234567890,,,,,40,1.90,8.0,,1
2023-07-08 19:06:07,1234567890,,,,,40,1.90,8.0,,0
2023-07-08 19:07:01,1234567890,,,,,40,1.90,8.0,,0
2023-07-08 19:08:01,1234567890,,,,,40,1.90,8.0,,0
2023-07-08 19:09:02,1234567890,,,,,41,1.90,8.0,,0
2023-07-08 19:10:01,1234567890,,,,,41,1.90,8.0,,0
2023-07-08 19:11:02,1234567890,,,,,41,1.90,8.0,,0
2023-07-08 19:12:01,1234567890,,,,,41,1.90,8.0,,0
2023-07-08 19:13:01,1234567890,,,,,41,1.90,8.0,,1
2023-07-08 19:14:01,1234567890,,,,,35,1.90,8.0,,0
2023-07-08 19:15:01,1234567890,,,,,35,1.90,8.0,,0
2023-07-08 19:16:01,1234567890,,,,,35,1.90,8.0,,0
2023-07-08 19:17:01,1234567890,,,,,35,1.90,8.0,,0
2023-07-08 19:18:01,1234567890,,,,,35,1.90,8.0,,0
2023-07-08 19:19:01,1234567890,,,,,27,1.90,8.0,,0
2023-07-08 19:20:01,1234567890,,,,,27,1.90,8.0,,0
2023-07-08 19:21:01,1234567890,,,,,27,1.90,8.0,,1
2023-07-08 19:22:01,1234567890,,,,,27,1.90,8.0,,0
2023-07-08 19:23:01,1234567890,,,,,27,1.90,8.0,,0
2023-07-08 19:24:01,1234567890,,,,,23,1.90,8.0,,0
2023-07-08 19:25:01,1234567890,,,,,23,1.90,8.0,,0
2023-07-08 19:26:01,1234567890,,,,,23,1.90,8.0,,0
2023-07-08 19:27:01,1234567890,,,,,23,1.90,8.0,,0
2023-07-08 19:28:01,1234567890,,,,,24,1.90,8.1,,0
2023-07-08 19:29:01,1234567890,,,,,24,1.90,8.1,,0
2023-07-08 19:30:01,1234567890,,,,,24,1.90,8.1,,1
2023-07-08 19:31:01,1234567890,,,,,24,1.90,8.1,,0
2023-07-08 19:32:01,1234567890,,,,,24,1.90,8.1,,0
2023-07-08 19:33:01,1234567890,,,,,24,1.90,8.1,,0
2023-07-08 19:34:02,1234567890,,,,,25,1.90,8.1,,0
2023-07-08 19:35:01,1234567890,,,,,25,1.90,8.1,,0
2023-07-08 19:36:02,1234567890,,,,,25,1.90,8.1,,0
2023-07-08 19:37:01,1234567890,,,,,25,1.90,8.1,,0
2023-07-08 19:38:01,1234567890,,,,,25,1.90,8.1,,1
2023-07-08 19:39:01,1234567890,,,,,29,1.90,8.1,,0
2023-07-08 19:40:01,1234567890,,,,,29,1.90,8.1,,0
2023-07-08 19:41:02,1234567890,,,,,29,1.90,8.1,,0
